mOTU,taxo,motupan_w_ppan,motupan_w_roary,ppanggolin_persist,ppanggolin_shell,roary_core,roary_shell,nb_genomes,mean_completeness_ppan,mean_completeness_roary,mean_est_ppan_cogs,mean_est_roary_cogs,mean_scaff_count,type,genoms_ids
mOTU_0680,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA8401;g__UBA8401,3137,3136,12,3402,0,3472,27,54.85964391551259,54.7413246409675,3448.7058847394983,3461.287204974394,161.7037037037037,stratfreshdb,Day6-4_megahit_metabat_bin-192;Ja1_megahit_metabat_bin-4118;Ja_megahit_metabat_bin-1688;Day2-2_megahit_metabat_bin-795;Day2-6_megahit_metabat_bin-221;Ja1_megahit_metabat_bin-1300;Day2-5_megahit_metabat_bin-542;Day6-2_megahit_metabat_bin-526;Kiruna3_megahit_metabat_bin-1111;Ja1_megahit_metabat_bin-2440;Ki3-D4_megahit_metabat_bin-215;Kiruna_megahit_metabat_bin-08565;Day6-6_megahit_metabat_bin-087;Day6-6_megahit_metabat_bin-567;Day6-1_megahit_metabat_bin-560;Day2-5_megahit_metabat_bin-130;Ja1_megahit_metabat_bin-3739;Day6-1_megahit_metabat_bin-490;Day6-5_megahit_metabat_bin-042;KTt_megahit_metabat_bin-1621;Day2-3_megahit_metabat_bin-280;Ja1_megahit_metabat_bin-1446;Day6-1_megahit_metabat_bin-107;Ja_megahit_metabat_bin-4674;Day2-5_megahit_metabat_bin-216;Ja_megahit_metabat_bin-2372;Day2-4_megahit_metabat_bin-235
mOTU_0716,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747,1147,1110,0,1352,0,1471,27,51.993720817591786,50.644354354354356,1625.8160852079138,1674.3982844235775,147.88888888888889,stratfreshdb,VK2_megahit_metabat_bin-1126;MJ-2014-D2_megahit_metabat_bin-0384;MJ-2014-D3_megahit_metabat_bin-218;MJ130820B_megahit_metabat_bin-0455;Kiruna2_megahit_metabat_bin-0700;Ki2-D2_megahit_metabat_bin-0997;Ki2-D2_megahit_metabat_bin-0718;MJ1_megahit_metabat_bin-0419;Umea1_megahit_metabat_bin-1619;MJ-2014-D1_megahit_metabat_bin-0486;Umea1_megahit_metabat_bin-2781;MJ-2014_megahit_metabat_bin-0190;MJ-2014-D4_megahit_metabat_bin-067;MJ111018B_megahit_metabat_bin-0974;MJ111018A_megahit_metabat_bin-846;Ki2-D3_megahit_metabat_bin-0322;MJ_megahit_metabat_bin-1142;MJ120620B_megahit_metabat_bin-358;MJ_megahit_metabat_bin-0841;Umea_megahit_metabat_bin-02898;VK1_megahit_metabat_bin-1573;MJ130820B_megahit_metabat_bin-0496;Ki1-1-6m_megahit_metabat_bin-1371;MJ110927B_megahit_metabat_bin-346;VK_megahit_metabat_bin-3039;Umea1p2_megahit_metabat_bin-1005;Kiruna_megahit_metabat_bin-07003
mOTU_0719,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax,3592,3571,10,4118,0,4540,25,42.73875189309577,42.43541450574069,4677.098745329725,4710.749418763673,387.76,stratfreshdb,MJ110629B_megahit_metabat_bin-622;Umea_megahit_metabat_bin-04877;AM-2014-D3_megahit_metabat_bin-510;AM-lipid-02-D5_megahit_metabat_bin-0620;AM-lipid-01-D6_megahit_metabat_bin-061;AM-lipid-01-D8_megahit_metabat_bin-1580;Umea2p3_megahit_metabat_bin-0328;Umea1p4_megahit_metabat_bin-086;AM-lipid-02-D4_megahit_metabat_bin-1194;AlinenLipids_megahit_metabat_bin-3271;AM-lipid-02-D8_megahit_metabat_bin-843;VK_megahit_metabat_bin-0780;AM-2014_megahit_metabat_bin-1678;AM-lipid-02-D6_megahit_metabat_bin-538;AM-lipid-02-D9_megahit_metabat_bin-0912;VK_megahit_metabat_bin-1863;AM-2014-D4_megahit_metabat_bin-198;LJ_megahit_metabat_bin-2428;AM-lipid-01-D7_megahit_metabat_bin-0519;Umea2_megahit_metabat_bin-1754;AM-lipid-02-D9_megahit_metabat_bin-0981;AM3_megahit_metabat_bin-1100;AM3_megahit_metabat_bin-0035;AM-lipid-02-D7_megahit_metabat_bin-129;AM4_megahit_metabat_bin-460
mOTU_0722,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila vernalis,419,427,1,11,0,562,28,13.518224514149335,13.657699899631982,1363.64557868202,1378.6445411428833,86.92857142857143,stratfreshdb,Erken-D5_megahit_metabat_bin-0628;UppL7s_megahit_metabat_bin-0698;Erken-D4_megahit_metabat_bin-0087;Erken-D7_megahit_metabat_bin-0453;UppL7s_megahit_metabat_bin-1098;Erken-D7_megahit_metabat_bin-1054;UppL4_megahit_metabat_bin-042;Erken-D4_megahit_metabat_bin-0852;Erken-D3_megahit_metabat_bin-0094;UppL4_megahit_metabat_bin-154;Erken-D6_megahit_metabat_bin-0024;Erken-D7_megahit_metabat_bin-0140;UppL3_megahit_metabat_bin-136;Erken-D11_megahit_metabat_bin-0687;Erken-D10_megahit_metabat_bin-1047;Loc090721-1m_megahit_metabat_bin-447;UppL4_megahit_metabat_bin-866;UppL5_megahit_metabat_bin-1875;Loc090721-5m_megahit_metabat_bin-705;UppL3_megahit_metabat_bin-260;Loc081215-5m_megahit_metabat_bin-0660;Erken-D11_megahit_metabat_bin-0113;Erken-D4_megahit_metabat_bin-0111;Erken-D1_megahit_metabat_bin-1050;Erken-D2_megahit_metabat_bin-0964;Erken-D4_megahit_metabat_bin-0765;ErkenSummer_megahit_metabat_bin-2680;Erken-D10_megahit_metabat_bin-0454
mOTU_0723,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp002292975,999,961,1,1387,0,1435,27,35.339046453861265,35.052742513585386,1557.3127307200684,1618.2767967850327,146.33333333333334,stratfreshdb,Erken-D11_megahit_metabat_bin-0406;Erken-D10_megahit_metabat_bin-0092;Erken-D10_megahit_metabat_bin-0782;Erken-D11_megahit_metabat_bin-0877;Erken-D9_megahit_metabat_bin-0151;Erken-D10_megahit_metabat_bin-0769;Erken-D2_megahit_metabat_bin-1256;Erken-D11_megahit_metabat_bin-0581;Loc090519-1m_megahit_metabat_bin-2070;Erken-D3_megahit_metabat_bin-0244;Erken-D1_megahit_metabat_bin-1249;Loc090721-1m_megahit_metabat_bin-254;Erken-D10_megahit_metabat_bin-0177;Erken-D10_megahit_metabat_bin-0628;Erken-D7_megahit_metabat_bin-0460;Erken-D8_megahit_metabat_bin-0033;Erken-D6_megahit_metabat_bin-0699;Erken-D1_megahit_metabat_bin-1162;Erken-D2_megahit_metabat_bin-0401;Erken-D4_megahit_metabat_bin-0148;Erken-D10_megahit_metabat_bin-0854;ErkenSummer_megahit_metabat_bin-4970;Erken-D11_megahit_metabat_bin-1226;Erken-D1_megahit_metabat_bin-1912;Erken-D10_megahit_metabat_bin-0148;Erken-D11_megahit_metabat_bin-1315;Erken-D7_megahit_metabat_bin-0263
mOTU_0727,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41,2133,2082,399,2047,0,2653,50,59.34103450539146,58.856107780979826,2556.363740734496,2561.102006219107,241.7843137254902,stratfreshdb,MJ110712A_megahit_metabat_bin-036;MJ3_megahit_metabat_bin-113;MJ-2014-D2_megahit_metabat_bin-0647;MJ-2014-D6_megahit_metabat_bin-326;YR4_megahit_metabat_bin-0195;MJ-time_megahit_metabat_bin-3235;Umea3p4_megahit_metabat_bin-0606;MJ111018B_megahit_metabat_bin-1152;MJ120730B_megahit_metabat_bin-387;MJ130702A_megahit_metabat_bin-509;Umea2p3_megahit_metabat_bin-1071;MJ120716B_megahit_metabat_bin-321;MJ120924A_megahit_metabat_bin-717;MJ130820A_megahit_metabat_bin-358;MJ-2014-D5_megahit_metabat_bin-435;MJ110516B_megahit_metabat_bin-0143;MJ120531B_megahit_metabat_bin-304;MJ120702A_megahit_metabat_bin-638;MJ110712B_megahit_metabat_bin-295;MJ110802A_megahit_metabat_bin-427;MJ110629A_megahit_metabat_bin-037;MJ110516A_megahit_metabat_bin-808;MJ110629B_megahit_metabat_bin-580;KR_megahit_metabat_bin-1505;MJ130729B_megahit_metabat_bin-304;MJ-2014-D7_megahit_metabat_bin-353;MJ111018A_megahit_metabat_bin-344;MJ120730A_megahit_metabat_bin-000;Umea_megahit_metabat_bin-07356;MJ120531A_megahit_metabat_bin-015;MJ-2014-D4_megahit_metabat_bin-085;KR5_megahit_metabat_bin-359;MJ111018A_megahit_metabat_bin-161;MJ111018B_megahit_metabat_bin-1040;MJ110830B_megahit_metabat_bin-831;MJ120620B_megahit_metabat_bin-075;MJ120827A_megahit_metabat_bin-703;MJ130617B_megahit_metabat_bin-274;Umea2_megahit_metabat_bin-1216;YR_megahit_metabat_bin-2774;LJ-13-9m_megahit_metabat_bin-790;MJ120620A_megahit_metabat_bin-125;KR4_megahit_metabat_bin-1070;MJ130729A_megahit_metabat_bin-348;MJ130916A_megahit_metabat_bin-0943;MJ_megahit_metabat_bin-1122;KR4_megahit_metabat_bin-0983;MJ120716A_megahit_metabat_bin-0562;MJ130729A_megahit_metabat_bin-358;MJ130605B_megahit_metabat_bin-034
mOTU_0733,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959,2543,2533,3,2879,0,3105,23,43.70240472567492,43.28453028716593,3105.9140428331175,3119.7405039964224,327.7826086956522,stratfreshdb,MJ110927A_megahit_metabat_bin-264;MJ120531B_megahit_metabat_bin-014;MJ4_megahit_metabat_bin-272;MJ-2014_megahit_metabat_bin-2414;MJ110830B_megahit_metabat_bin-000;AM-lipid-02-D5_megahit_metabat_bin-0634;MJ110712A_megahit_metabat_bin-020;MJ110927A_megahit_metabat_bin-493;MJ-time_megahit_metabat_bin-4762;MJ-2014_megahit_metabat_bin-2492;MJ110927B_megahit_metabat_bin-218;MJ110802A_megahit_metabat_bin-113;MJ110830A_megahit_metabat_bin-325;MJ110802A_megahit_metabat_bin-247;MJ120702A_megahit_metabat_bin-750;MJ120620A_megahit_metabat_bin-198;MJ111018B_megahit_metabat_bin-0999;MJ110927B_megahit_metabat_bin-625;MJ_megahit_metabat_bin-1308;MJ120531A_megahit_metabat_bin-023;MJ-2014-D6_megahit_metabat_bin-282;MJ4_megahit_metabat_bin-376;MJ111018B_megahit_metabat_bin-0952
mOTU_0749,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae,3743,3640,348,3811,0,4468,21,58.044424894724116,57.71262166405024,4288.676924165168,4375.772829445554,353.95238095238096,stratfreshdb,AM-2014_megahit_metabat_bin-3544;Umea3p4_megahit_metabat_bin-1469;Umea_megahit_metabat_bin-02693;AM_megahit_metabat_bin-1297;AM5_megahit_metabat_bin-0927;Umea3p2_megahit_metabat_bin-0383;AM-lipid-02-D5_megahit_metabat_bin-0921;Umea2p3_megahit_metabat_bin-0917;AlinenLipids_megahit_metabat_bin-1163;AM-lipid-02-D6_megahit_metabat_bin-927;AM4_megahit_metabat_bin-536;AM-2014-D4_megahit_metabat_bin-004;AM3_megahit_metabat_bin-0006;AM_megahit_metabat_bin-2860;Umea2_megahit_metabat_bin-1020;Umea3_megahit_metabat_bin-4239;Umea3p3_megahit_metabat_bin-1254;AM-lipid-02-D4_megahit_metabat_bin-0208;AM_megahit_metabat_bin-2556;Umea3p4_megahit_metabat_bin-1096;AM4_megahit_metabat_bin-539
mOTU_0755,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans,2043,2062,152,2527,0,2677,36,32.274760564529295,31.69734992994935,3138.203086580704,3111.547160398975,240.75,stratfreshdb,Kiruna2_megahit_metabat_bin-4048;LinL3_megahit_metabat_bin-0531;UppL6_megahit_metabat_bin-0104;Ja1-D2_megahit_metabat_bin-1882;Ja_megahit_metabat_bin-1025;Ki3-D2_megahit_metabat_bin-0848;LinL1_megahit_metabat_bin-0681;Ja_megahit_metabat_bin-3113;Umea_megahit_metabat_bin-02710;Umea1_megahit_metabat_bin-3201;Kiruna3_megahit_metabat_bin-0297;KT4_megahit_metabat_bin-227;KT_megahit_metabat_bin-0802;LinL1_megahit_metabat_bin-0277;Kiruna_megahit_metabat_bin-10535;Umea1p1_megahit_metabat_bin-204;Ja1-D2_megahit_metabat_bin-1087;LinL5_megahit_metabat_bin-0999;Loc090519-4m_megahit_metabat_bin-755;Ja_megahit_metabat_bin-1360;KT2_megahit_metabat_bin-229;Ja1-D2_megahit_metabat_bin-0919;Ja_megahit_metabat_bin-4231;Ja1_megahit_metabat_bin-2634;Ki3-D2_megahit_metabat_bin-1245;KTt_megahit_metabat_bin-0048;Umea_megahit_metabat_bin-02594;Ki3-D2_megahit_metabat_bin-0788;LinL1_megahit_metabat_bin-1058;Ja1-D2_megahit_metabat_bin-0253;LinL1_megahit_metabat_bin-1347;Umea_megahit_metabat_bin-06482;Kiruna3_megahit_metabat_bin-4287;KT3_megahit_metabat_bin-299;KTt_megahit_metabat_bin-0119;Kiruna2_megahit_metabat_bin-2190
mOTU_0762,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__AMB10-2013,3167,3005,0,4780,0,4942,25,27.8053462582886,27.38381830282862,6015.767442971704,6080.486198683349,443.48,stratfreshdb,Day6-4_megahit_metabat_bin-318;Day2-3_megahit_metabat_bin-318;Day2-5_megahit_metabat_bin-527;Day2-5_megahit_metabat_bin-564;Ja1_megahit_metabat_bin-0181;Ja_megahit_metabat_bin-3413;Ja1-D2_megahit_metabat_bin-2290;Ja1_megahit_metabat_bin-3485;Day2-6_megahit_metabat_bin-580;Ja1_megahit_metabat_bin-2081;Day6-6_megahit_metabat_bin-577;Ja_megahit_metabat_bin-3727;Ja1_megahit_metabat_bin-0544;Day6-3_megahit_metabat_bin-566;Day6-5_megahit_metabat_bin-389;KTt_megahit_metabat_bin-0085;Ja1-D2_megahit_metabat_bin-1595;Day2-4_megahit_metabat_bin-456;Day6-6_megahit_metabat_bin-583;KT5_megahit_metabat_bin-658;Ja1_megahit_metabat_bin-1483;Day2-4_megahit_metabat_bin-108;KTt_megahit_metabat_bin-1863;Ja1-D2_megahit_metabat_bin-0373;Day2-6_megahit_metabat_bin-644
mOTU_0770,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax,3183,2973,167,3433,0,3987,50,53.44169249136036,52.725320686175586,4105.452683334583,4156.366141774793,428.7169811320755,stratfreshdb,Loc090519-1m_megahit_metabat_bin-1397;Ki1-2-7m_megahit_metabat_bin-791;A-2_megahit_metabat_bin-312;MJ-2014_megahit_metabat_bin-0755;MJ120620B_megahit_metabat_bin-240;C2_megahit_metabat_bin-40;F4_megahit_metabat_bin-050;Kiruna_megahit_metabat_bin-11939;AM_megahit_metabat_bin-3870;Ki1-1-6m_megahit_metabat_bin-0399;D14_megahit_metabat_bin-1036;MJ120716A_megahit_metabat_bin-0304;MJ120516A_megahit_metabat_bin-484;E5_megahit_metabat_bin-030;MJ110830A_megahit_metabat_bin-152;Ki2-D4_megahit_metabat_bin-0185;Ki1-2-7m_megahit_metabat_bin-879;MJ110830A_megahit_metabat_bin-177;MJ110629B_megahit_metabat_bin-263;MJ110516B_megahit_metabat_bin-0342;MJ120620A_megahit_metabat_bin-184;Ki1-1-6m_megahit_metabat_bin-0548;AM-lipid-02-D8_megahit_metabat_bin-108;MJ110629A_megahit_metabat_bin-186;D2_megahit_metabat_bin-277;AM-lipid-02-D5_megahit_metabat_bin-0093;AM3_megahit_metabat_bin-0071;A4_megahit_metabat_bin-313;AM-lipid-02-D6_megahit_metabat_bin-398;MJ110516A_megahit_metabat_bin-710;A14_megahit_metabat_bin-2003;MJ130617B_megahit_metabat_bin-665;MJ130916A_megahit_metabat_bin-0784;MJ120620B_megahit_metabat_bin-303;MJ120924A_megahit_metabat_bin-451;Ki1-2-2m_megahit_metabat_bin-339;VK_megahit_metabat_bin-3107;Ki2-D3_megahit_metabat_bin-0532;Kiruna2_megahit_metabat_bin-2183;AlinenLipids_megahit_metabat_bin-7968;A-4_megahit_metabat_bin-057;AM-lipid-01-D7_megahit_metabat_bin-0427;D1_megahit_metabat_bin-476;MJ110802A_megahit_metabat_bin-603;LinL4_megahit_metabat_bin-1178;Ki1-1-6m_megahit_metabat_bin-0923;Ki1-1-6m_megahit_metabat_bin-0623;Kiruna_megahit_metabat_bin-07143;MJ110712B_megahit_metabat_bin-126;A3_megahit_metabat_bin-002
mOTU_0782,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae,2323,2335,57,3292,0,3287,24,25.29312813890085,24.83790596002855,4887.434616897127,4922.8305782837615,423.125,stratfreshdb,YR2_megahit_metabat_bin-1572;AM-lipid-02-D9_megahit_metabat_bin-0824;YR_megahit_metabat_bin-1001;AM-lipid-01-D7_megahit_metabat_bin-0061;YR4_megahit_metabat_bin-0504;YR_megahit_metabat_bin-1853;YR2_megahit_metabat_bin-1380;YR2_megahit_metabat_bin-1533;VK_megahit_metabat_bin-2839;AM-lipid-01-D10_megahit_metabat_bin-0579;YR4_megahit_metabat_bin-1227;Umea3_megahit_metabat_bin-0119;YR4_megahit_metabat_bin-0574;Umea3p4_megahit_metabat_bin-0289;YR4_megahit_metabat_bin-0269;YR2_megahit_metabat_bin-0367;YR2_megahit_metabat_bin-1461;Umea_megahit_metabat_bin-08450;Umea3p4_megahit_metabat_bin-0867;Umea_megahit_metabat_bin-02171;YR4_megahit_metabat_bin-0502;VK4_megahit_metabat_bin-1369;YR4_megahit_metabat_bin-1242;Umea_megahit_metabat_bin-09504
mOTU_0783,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41,1989,1955,1352,880,0,2450,21,65.15700830759654,64.97996833516015,2312.804409934187,2331.0496037768567,218.04761904761904,stratfreshdb,D2_megahit_metabat_bin-114;E2_megahit_metabat_bin-331;A2_megahit_metabat_bin-1005;A-4_megahit_metabat_bin-049;A4_megahit_metabat_bin-276;D1_megahit_metabat_bin-031;E1_megahit_metabat_bin-043;A14_megahit_metabat_bin-0232;A14_megahit_metabat_bin-1015;D14_megahit_metabat_bin-1459;F14_megahit_metabat_bin-1480;E3_megahit_metabat_bin-325;D-1_megahit_metabat_bin-045;E-2_megahit_metabat_bin-462;A-1_megahit_metabat_bin-089;E2_megahit_metabat_bin-793;A-1_megahit_metabat_bin-249;A-2_megahit_metabat_bin-048;F4_megahit_metabat_bin-310;A-3_megahit_metabat_bin-273;E14_megahit_metabat_bin-1420
mOTU_0786,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__BSSC1,1398,1347,0,0,0,1168,50,16.427553934191703,16.101165107646622,3043.066015431236,3092.2872410214973,176.875,stratfreshdb,VK_megahit_metabat_bin-3261;MJ130916A_megahit_metabat_bin-0113;Kiruna_megahit_metabat_bin-01512;Umea2_megahit_metabat_bin-0539;Umea2p1_megahit_metabat_bin-1476;Umea_megahit_metabat_bin-08452;Umea3_megahit_metabat_bin-3112;F14_megahit_metabat_bin-1036;Umea2p1_megahit_metabat_bin-0881;Umea2_megahit_metabat_bin-0861;T7_megahit_metabat_bin-788;KR_megahit_metabat_bin-3494;YR_megahit_metabat_bin-0638;MJ-time_megahit_metabat_bin-2906;Umea_megahit_metabat_bin-04492;Umea2_megahit_metabat_bin-1339;Umea3_megahit_metabat_bin-4011;YR2_megahit_metabat_bin-0517;YR_megahit_metabat_bin-4742;Umea3_megahit_metabat_bin-2044;Umea3_megahit_metabat_bin-3822;Umea2_megahit_metabat_bin-3282;Ki1-0-7m_megahit_metabat_bin-0883;VK_megahit_metabat_bin-2826;Ki1-1-6m_megahit_metabat_bin-0409;Umea2p3_megahit_metabat_bin-1023;Umea3_megahit_metabat_bin-3886;MJ130617A_megahit_metabat_bin-057;Kiruna_megahit_metabat_bin-03892;KR_megahit_metabat_bin-0200;Umea3_megahit_metabat_bin-4010;YR_megahit_metabat_bin-4849;Umea2p1_megahit_metabat_bin-1315;A-2_megahit_metabat_bin-324;Umea3_megahit_metabat_bin-1668;Umea2p2_megahit_metabat_bin-0767;A-2_megahit_metabat_bin-016;Ki1-1-6m_megahit_metabat_bin-0138;Ki1-1-6m_megahit_metabat_bin-0872;Umea3_megahit_metabat_bin-3591;Umea2p3_megahit_metabat_bin-1432;Umea_megahit_metabat_bin-05191;MJ130820B_megahit_metabat_bin-1032;Umea2p3_megahit_metabat_bin-0554;Umea2p3_megahit_metabat_bin-0869;Umea2_megahit_metabat_bin-2463;MJ130729B_megahit_metabat_bin-631;Ki1-1-6m_megahit_metabat_bin-1048;Umea2p3_megahit_metabat_bin-1126;YR2_megahit_metabat_bin-0760
mOTU_0823,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp002412985,1158,1093,545,5,0,1507,44,23.312653085256713,23.083590825916993,1987.6156542646072,2014.1152073773656,127.63636363636364,stratfreshdb,LaPlata-15m-b_megahit_metabat_bin-568;Loc090907-4m_megahit_metabat_bin-447;LaPlata-5m-a_megahit_metabat_bin-166;Loc090907-4m_megahit_metabat_bin-727;VK_megahit_metabat_bin-1267;Loc090907-1m_megahit_metabat_bin-371;LaPlata-15m-b_megahit_metabat_bin-509;LaPlata-15m-b_megahit_metabat_bin-519;LaPlata-15m-a_megahit_metabat_bin-145;LaPlata-a_megahit_metabat_bin-1668;LaPlata-b_megahit_metabat_bin-2856;LaPlata-15m-a_megahit_metabat_bin-486;LaPlata-15m-b_megahit_metabat_bin-694;LaPlata-15m-b_megahit_metabat_bin-084;LaPlata-5m-b_megahit_metabat_bin-333;LaPlata-15m-a_megahit_metabat_bin-582;Loc080925-5m_megahit_metabat_bin-0291;LaPlata-5m-a_megahit_metabat_bin-511;LaPlata-15m-b_megahit_metabat_bin-225;LaPlata-1m-b_megahit_metabat_bin-372;LaPlata-7m-b_megahit_metabat_bin-305;LaPlata-7m-b_megahit_metabat_bin-354;LaPlata-5m-b_megahit_metabat_bin-572;LaPlata-15m-a_megahit_metabat_bin-647;LaPlata-7m-b_megahit_metabat_bin-002;ErkenSummer_megahit_metabat_bin-5936;Loc090907-4m_megahit_metabat_bin-506;Loc090721-4m_megahit_metabat_bin-0842;LaPlata-5m-b_megahit_metabat_bin-325;LaPlata-5m-b_megahit_metabat_bin-582;LaPlata-15m-a_megahit_metabat_bin-650;LaPlata-15m-a_megahit_metabat_bin-175;Loc080925-4-5m_megahit_metabat_bin-0436;ErkenSummer_megahit_metabat_bin-0198;LaPlata-7m-a_megahit_metabat_bin-369;Loc080925-4m_megahit_metabat_bin-0054;LaPlata-7m-b_megahit_metabat_bin-432;LaPlata-15m-b_megahit_metabat_bin-821;Loc090721-4m_megahit_metabat_bin-0760;VK_megahit_metabat_bin-1815;LaPlata-15m-b_megahit_metabat_bin-491;LaPlata-15m-b_megahit_metabat_bin-500;LaPlata-1m-a_megahit_metabat_bin-507;LaPlata-7m-b_megahit_metabat_bin-563
mOTU_0825,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter,1977,1988,0,2088,0,2144,26,31.626946033228275,31.478956817830053,2693.9903470042836,2693.3334299091293,167.92307692307693,stratfreshdb,Umea3p3_megahit_metabat_bin-0570;Umea3p1_megahit_metabat_bin-1500;AM_megahit_metabat_bin-4721;AM-lipid-02-D2_megahit_metabat_bin-0673;Umea3_megahit_metabat_bin-2693;Umea3p1_megahit_metabat_bin-0999;KR_megahit_metabat_bin-1790;Umea3p1_megahit_metabat_bin-0825;Umea2_megahit_metabat_bin-0600;Ki2-D1_megahit_metabat_bin-0571;Umea2p2_megahit_metabat_bin-1410;Umea3p1_megahit_metabat_bin-0270;Umea3_megahit_metabat_bin-4080;Umea3p1_megahit_metabat_bin-0989;KR_megahit_metabat_bin-3307;AM_megahit_metabat_bin-2022;Umea3p2_megahit_metabat_bin-1293;Umea3p1_megahit_metabat_bin-0819;AM1_megahit_metabat_bin-0136;Umea_megahit_metabat_bin-09120;Umea3p1_megahit_metabat_bin-1438;Kiruna_megahit_metabat_bin-05887;AM-lipid-02-D4_megahit_metabat_bin-0343;Umea3p1_megahit_metabat_bin-0936;Umea_megahit_metabat_bin-01872;Umea3p2_megahit_metabat_bin-1353
mOTU_0835,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979,2058,2072,1,404,0,2719,21,23.563443935397284,23.459305019305017,4021.4123711340208,4080.8574610244987,327.4761904761905,stratfreshdb,MJ120827B_megahit_metabat_bin-557;MJ-2014-D4_megahit_metabat_bin-100;AM-lipid-02-D7_megahit_metabat_bin-587;MJ-2014-D5_megahit_metabat_bin-040;MJ-2014-D7_megahit_metabat_bin-065;AM-lipid-02-D10_megahit_metabat_bin-0613;YR4_megahit_metabat_bin-0294;YR_megahit_metabat_bin-0916;YR_megahit_metabat_bin-4086;AlinenLipids_megahit_metabat_bin-7146;MJ110830A_megahit_metabat_bin-486;MJ-2014-D6_megahit_metabat_bin-231;AM-lipid-02-D8_megahit_metabat_bin-147;AM-lipid-02-D9_megahit_metabat_bin-0506;MJ-2014_megahit_metabat_bin-2109;AM-lipid-02-D10_megahit_metabat_bin-0138;MJ-time_megahit_metabat_bin-5032;AM-lipid-02-D6_megahit_metabat_bin-028;MJ-2014-D5_megahit_metabat_bin-295;MJ110927B_megahit_metabat_bin-217;AM-lipid-01-D7_megahit_metabat_bin-0652
mOTU_0857,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747,991,997,1,1205,0,1178,26,28.061493052860364,27.935374585294348,1340.0627238301947,1365.248657604683,90.0,stratfreshdb,YR_megahit_metabat_bin-4720;YR_megahit_metabat_bin-2869;YR_megahit_metabat_bin-4023;MJ130617B_megahit_metabat_bin-557;Ki1-2-7m_megahit_metabat_bin-020;AlinenLipids_megahit_metabat_bin-5709;MJ110629A_megahit_metabat_bin-120;YR_megahit_metabat_bin-1244;MJ120924A_megahit_metabat_bin-619;MJ130916A_megahit_metabat_bin-0060;MJ130605B_megahit_metabat_bin-018;VK_megahit_metabat_bin-1789;Umea3_megahit_metabat_bin-1807;MJ-time_megahit_metabat_bin-3959;MJ120702A_megahit_metabat_bin-246;YR_megahit_metabat_bin-1110;AM1_megahit_metabat_bin-1082;MJ130617A_megahit_metabat_bin-430;MJ120730A_megahit_metabat_bin-310;YR_megahit_metabat_bin-2124;MJ120620A_megahit_metabat_bin-157;AM_megahit_metabat_bin-2714;AM1_megahit_metabat_bin-0309;MJ120716A_megahit_metabat_bin-0714;MJ130820B_megahit_metabat_bin-0130;YR_megahit_metabat_bin-3664
